Unnamed: 0	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Cluster-2.44222	643.475828968025	-5.42162601673096	0.34312988604586	-15.8005065638798	3.08626568859308e-56	5.3083769843801e-54
Cluster-2.3206	480.553668492007	-3.81957985315767	0.241878444929789	-15.7913197030284	3.5703146430631797e-56	6.08132039785441e-54
Cluster-2.30387	2826.08093546881	-4.1299458352205	0.262229199312619	-15.7493743871633	6.93641245906338e-56	1.17011942482508e-53
Cluster-2.62090	1042.63831580093	-3.07909214048402	0.196482716608574	-15.671058470848	2.38572973554351e-55	3.93608994470908e-53
Cluster-2.2313	505.804214739545	-5.67605167882722	0.362208765336178	-15.6706635013625	2.4006020524616497e-55	3.93608994470908e-53
Cluster-2.51255	2192.17092229245	-4.37102244857266	0.279541116408095	-15.6364205192324	4.1120166394967094e-55	6.67974258549355e-53
Cluster-2.63147	1061.0922418076	-4.07882726918198	0.260881170908866	-15.6348089629161	4.21737750912973e-55	6.78804321285982e-53
Cluster-2.53810	7601.11234623116	-3.79793477517824	0.244533558461976	-15.531343832993	2.12871697139686e-54	3.3645234726294204e-52
Cluster-2.6641	1044.25164032346	-7.35289527349103	0.474197331234506	-15.5059819808534	3.16047538271083e-54	4.9506589387749e-52
Cluster-2.24655	4016.20060364137	-12.2964164791115	0.794064912895505	-15.4854046305527	4.35315063130751e-54	6.75855528103176e-52
Cluster-2.46340	544.996170589096	-6.79532255302842	0.439112135881232	-15.4751417639397	5.10606673238668e-54	7.85796796078876e-52
Cluster-9825.0	2070.41704586406	-9.44521545131793	0.61112611278496	-15.4554276993257	6.93497395195646e-54	1.04885502597521e-51
Cluster-4616.0	631.571426516414	-2.93256143725342	0.191185620406484	-15.3388180084801	4.20787118504057e-53	6.15190767252931e-51
Cluster-2.26695	1547.74361426001	-5.13790157594871	0.33622571947659	-15.2811081316058	1.0218817626822601e-52	1.46949947905718e-50
Cluster-2.39663	1333.24847019998	-7.42006186919076	0.486897863869206	-15.239462769925	1.9345446094772102e-52	2.75932118932262e-50
Cluster-2.55481	391.48446807511	-3.51144395147834	0.230831379909016	-15.2121602914751	2.93689344272357e-52	4.15523052896309e-50
Cluster-2.59375	414.285269589207	-3.07539889437994	0.202197900259387	-15.2098458511918	3.0425871716876103e-52	4.2703319472069897e-50
Cluster-2.57788	780.993086306841	-4.30336931417157	0.284175215871606	-15.1433660425752	8.38118438994588e-52	1.1577913302142598e-49
Cluster-2.4424	342.582809463777	-5.30723596882722	0.350879653748342	-15.1255164331463	1.09934806388836e-51	1.5067939400669799e-49
Cluster-2.25626	876.019584913773	-6.72163964687676	0.445863287500945	-15.0755620283325	2.34511750446777e-51	3.18935980607617e-49
Cluster-2.56515	592.42060234304	-6.33204071944805	0.420807555774587	-15.0473550974924	3.5931514534658e-51	4.84909608458493e-49
Cluster-2.536	17631.0010088774	-12.9991442515951	0.86428961965592	-15.0402642308375	3.99950490409285e-51	5.35628351430572e-49
Cluster-2.12442	525.585669968564	-5.24200634192895	0.34930744879554	-15.0068553075639	6.621328454196521e-51	8.80034745457756e-49
Cluster-2.3587	264.06522848647	-5.10449762701886	0.341415508605239	-14.9509834742772	1.5346588672934998e-50	2.02436505021031e-48
Cluster-2.52629	579.458926626332	-4.69299532023204	0.315101514780588	-14.8935980948866	3.62712842549668e-50	4.74883142514282e-48
Cluster-2046.1	908.514187896824	-3.91503198809624	0.263022300055638	-14.8847910890753	4.13776908606669e-50	5.377260803404e-48
Cluster-10801.0	2060.95755986693	-9.08496475691233	0.612084516956489	-14.8426638891082	7.761170261984899e-50	1.0011909637960501e-47
Cluster-2.4083	581.41737878456	-3.75181472376897	0.25320496999784	-14.8173028507338	1.13240843636319e-49	1.4396357686634602e-47
Cluster-4301.0	607.160325011848	-5.97663962232723	0.404670484607897	-14.7691513210267	2.31611015644881e-49	2.92329759602431e-47
Cluster-2.19746	977.283467009745	-3.44712364126418	0.235174241617058	-14.6577432016439	1.2020218564525799e-48	1.4850895387045101e-46
Cluster-2.60838	1028.84182033993	-5.53305978820948	0.37780492132538	-14.6452824616443	1.44399913410928e-48	1.7592722783898e-46
Cluster-2.52317	955.540891956247	-3.34661202335457	0.228879331172989	-14.6217310501715	2.04143073908752e-48	2.4530726634624303e-46
Cluster-2.28500	2427.03235946597	-10.3564350418293	0.714524212769346	-14.4941694861395	1.31887921506149e-47	1.56340655061073e-45
Cluster-2.25188	5462.54409376477	-2.83445311071101	0.19628658660426	-14.4403810761947	2.88244030508423e-47	3.37130218082651e-45
Cluster-2.31730	484.283228450597	-3.8953506130252	0.271423769741847	-14.3515456171362	1.04189054690885e-46	1.21052501688535e-44
Cluster-2.50467	317.095097110146	-5.9519705823847	0.415253939685575	-14.3333271850267	1.35471593036793e-46	1.56362738699835e-44
Cluster-2.32190	847.125290793638	-2.59935871057712	0.181379206597481	-14.3310733316066	1.3994093129911902e-46	1.60465601222989e-44
Cluster-8173.0	1901.62364447814	-3.63354921002528	0.253787455698804	-14.3172923973736	1.7064305103534001e-46	1.94400109569092e-44
Cluster-7892.0	323.110553318964	-5.77983760214557	0.403726263578985	-14.3162288995222	1.73273864359903e-46	1.9612365653742802e-44
Cluster-2.19526	2367.04010004714	-6.28669744416246	0.442512869192907	-14.2068126868913	8.31235773163942e-46	9.114500252742631e-44
Cluster-2.29262	1115.70184536471	-7.20380985124005	0.507699394079864	-14.1891243819504	1.06986231623897e-45	1.15862126395658e-43
Cluster-11910.0	526.14755077068	-3.0444094661785	0.214635983318854	-14.1840590711011	1.1499782703504601e-45	1.23774348313058e-43
Cluster-2.12162	679.368161821547	-3.65575346941212	0.258920720381603	-14.1192001320875	2.89255793973925e-45	3.07557796938094e-43
Cluster-2.54352	167.545623265742	-3.77517535195507	0.267954674087894	-14.0888579936349	4.44694711461927e-45	4.69983374571569e-43
Cluster-2.32221	336.025455821929	-4.50091059009805	0.319916203451749	-14.0690297694687	5.88715447768563e-45	6.1846849195518895e-43
Cluster-12871.0	1053.64966500593	-2.50614898695709	0.17875890702068	-14.019715317834	1.1808739610113802e-44	1.23316980785617e-42
Cluster-2.27081	25357.6320435914	-5.9606568380038	0.425448791846246	-14.0102803257176	1.3487155883373401e-44	1.4001104308751698e-42
Cluster-2.61845	341.645558555409	-6.35353120053453	0.453826553302762	-13.9999106581494	1.5606680469660201e-44	1.60119065590479e-42
Cluster-2.16524	598.400465817034	-6.67202375851006	0.477460684111253	-13.9739751995065	2.24725061008699e-44	2.2789459366107597e-42
Cluster-2.35119	1128.73623757166	-3.98603247684865	0.285271335961983	-13.9727760008102	2.2854189024453204e-44	2.3043327140517698e-42
Cluster-2.3098	384.540060306873	-6.21542573762294	0.445147827444188	-13.9626105181929	2.63598832240769e-44	2.63298749279291e-42
Cluster-2.23285	442.398381961671	-4.29814567025566	0.308948958917098	-13.9121545685772	5.34448881118725e-44	5.2676242530038795e-42
Cluster-2.38443	344.00708024739	-5.83486599310748	0.420850221746196	-13.8644717089548	1.03988891502301e-43	1.01920732542814e-41
Cluster-2.22802	783.487604909397	-6.38396435215456	0.461998560886679	-13.8181477013744	1.98101941253283e-43	1.9201659985345899e-41
Cluster-2.62500	637.776603636879	-5.59157368650965	0.405454292265952	-13.7908854170964	2.89188604779255e-43	2.77241796844112e-41
Cluster-2.36262	545.106735925195	-6.06045852179719	0.440488927499922	-13.758480959316	4.52944012572459e-43	4.3187226937886995e-41
Cluster-2.18562	867.481898959703	-4.77740291869702	0.347974426679995	-13.729178216566	6.789927806133529e-43	6.43905369896252e-41
Cluster-6535.0	7105.08941761796	-3.32923885282595	0.242700547417436	-13.7174756639497	7.979551359236189e-43	7.48627000248341e-41
Cluster-2.5500	3400.58858663125	-2.73699753125739	0.200199731887124	-13.6713346489422	1.50607235974543e-42	1.4054539084773299e-40
Cluster-2.3918	403.60148484742	-6.59270707167214	0.485668872246706	-13.5744896335939	5.6737523754065e-42	5.15752910228661e-40
Cluster-2.46492	3328.81551674934	-6.24250890529589	0.460097005571703	-13.5678103306478	6.21511034720599e-42	5.62051009955576e-40
Cluster-2.45545	1853.67662230909	-4.38460197316862	0.323649849484979	-13.5473629298632	8.212793285277289e-42	7.313971847558609e-40
Cluster-3040.0	205.558721826601	-4.92159283416566	0.36610756915703	-13.4430239874519	3.38323093094358e-41	2.96777017262371e-39
Cluster-11590.0	766.241317345001	-4.01525672351978	0.29870747760569	-13.4421031428619	3.4256026955029e-41	2.98998874079119e-39
Cluster-2.35145	1237.06322000004	-5.33338040095509	0.397493653055131	-13.4175234244944	4.7740210398104e-41	4.14630817437791e-39
Cluster-2.15221	566.044822236851	-3.59710066869994	0.271956251062253	-13.2267622260925	6.147921854531849e-40	5.16072445052186e-38
Cluster-7009.0	211.474814925795	-4.77727028305211	0.363947312125034	-13.1262688963365	2.32849527140538e-39	1.92693967177057e-37
Cluster-9681.0	1275.12581246376	-8.18176222835375	0.624028577909239	-13.1111979771281	2.84075384470231e-39	2.33982091321396e-37
Cluster-2.23359	3053.47057410419	-5.40816885161392	0.413105953464762	-13.0914812683164	3.68353410781987e-39	3.0198094573641e-37
Cluster-2.31045	1077.66027198425	-6.6675954556058	0.509443218319904	-13.0880051315531	3.85602528142816e-39	3.14651662964537e-37
Cluster-2.56720	704.29043866155	-4.61175826858048	0.353274190956686	-13.0543311304219	6.00349835839932e-39	4.80937786300263e-37
Cluster-2.63080	1350.2742853092	-2.57097220630733	0.197217850202996	-13.0362043986436	7.61548812179262e-39	6.04552595514614e-37
Cluster-2.61206	398.097583963134	-7.00446240830045	0.538437774704964	-13.0088614457605	1.08953292866491e-38	8.61025482004381e-37
Cluster-7935.0	788.000085627666	-7.53613224921259	0.580043286938957	-12.9923618097242	1.3518972953332301e-38	1.05882527452349e-36
Cluster-2.3692	1433.77805977622	-4.78559743039204	0.368507421989129	-12.9864343153805	1.46075681956836e-38	1.1339609576330699e-36
Cluster-2.22446	5940.52734602935	-3.64909815305561	0.281530705425902	-12.9616346733307	2.01898619227115e-38	1.5604006060442698e-36
Cluster-2.46219	375.39363795363	-4.39508143002603	0.33955566559597	-12.943625671249	2.55290957148358e-38	1.9643967334257898e-36
Cluster-2.45226	886.582048406626	-3.86896183032847	0.299871328462626	-12.9020731997413	4.38148661053304e-38	3.34212178674746e-36
Cluster-2.26820	421.131777781111	-4.50487157153482	0.350965268715875	-12.8356620243861	1.03514312614618e-37	7.727894044727029e-36
Cluster-2.34441	972.693049859594	-2.96840206934788	0.231744948774342	-12.8089181017633	1.46158160527665e-37	1.08652490182091e-35
Cluster-2.59875	271.269952008415	-5.65700035492008	0.442178230868763	-12.7934845272812	1.7829669186347901e-37	1.31984690381978e-35
Cluster-8026.0	634.544681930481	-2.58271367658158	0.203266605404253	-12.7060402836223	5.47366681009138e-37	4.0012504381768e-35
Cluster-2.1522	404.752000102003	-6.32396482897837	0.4996711177545	-12.6562544927511	1.03311984384881e-36	7.52076951887281e-35
Cluster-2.18601	729.77222124861	-6.58722706160025	0.522739924853572	-12.6013467661676	2.0756967219006598e-36	1.4986017814413699e-34
Cluster-2.45568	1833.48106935807	-2.73347492119602	0.217038835917196	-12.5944046356703	2.26663711173562e-36	1.62974924132335e-34
Cluster-10972.0	224.096063539548	-3.49077718991225	0.278319309435187	-12.5423464041943	4.3783670617363293e-36	3.13526823392254e-34
Cluster-2.34205	311.073923536227	-6.22039705731799	0.49750573983158	-12.5031664145699	7.17359786771773e-36	5.11600004029431e-34
Cluster-2.32325	10598.4424640545	-3.14514014582061	0.251999121612345	-12.4807583681138	9.507674438643901e-36	6.7531433340716e-34
Cluster-2.51717	435.450357628639	-5.18330757709732	0.415504814961032	-12.4747232534079	1.0256191306813e-35	7.2554282373680195e-34
Cluster-2.40626	344.718046329146	-3.03174306362141	0.243115810498839	-12.4703656969109	1.0832776382459701e-35	7.63253931140051e-34
Cluster-7869.1	866.046274447007	-5.46644534580968	0.438728497991488	-12.4597453113605	1.2376524176826e-35	8.65074661985003e-34
Cluster-2.43875	445.851051415514	-5.39375823561024	0.433904455801306	-12.4307509717765	1.7795467925378502e-35	1.23400667700727e-33
Cluster-13052.0	926.691106634748	-2.85987829500002	0.230075721775961	-12.430161135319	1.7927262624179502e-35	1.23825155700238e-33
Cluster-2.27323	1325.11331141646	-4.92314687212853	0.396097109743398	-12.4291411147076	1.81574717040783e-35	1.2492340532405899e-33
Cluster-2.57170	1592.16115973591	-6.0088956206388	0.483555843448818	-12.4264771112725	1.8772659597207802e-35	1.28651382802114e-33
Cluster-10801.1	436.446171875445	-4.69682694758228	0.378224146225084	-12.4181044347898	2.0844182559820501e-35	1.42291960634043e-33
Cluster-2.10761	224.406710751938	-4.56496994326406	0.370467694432621	-12.322180886124	6.88079412649345e-35	4.6251590864061696e-33
Cluster-2.26495	5741.89513935953	-5.56876702232157	0.452837309751455	-12.2975004541433	9.34204858328026e-35	6.23182130589616e-33
Cluster-2.55591	397.270834260106	-3.55260610214643	0.290416591583334	-12.2327931843626	2.07672561835798e-34	1.36457206923118e-32
Cluster-8292.1	1135.82866960471	-7.35282860281362	0.601229824142551	-12.2296471458313	2.15874321198008e-34	1.41317130264845e-32
Cluster-10999.1	596.717295580223	-2.67110109925462	0.218801322911866	-12.2078836805322	2.82132585553986e-34	1.82022014304168e-32
Cluster-2.50495	21275.2322922015	-12.5958831876086	1.03600069593298	-12.1581802377703	5.19019927131034e-34	3.33541597127724e-32
Cluster-2.11203	167.620021213995	-3.41912513775227	0.281404107769492	-12.1502317960227	5.7203185149883696e-34	3.66267401558234e-32
Cluster-2.13807	239.659311740797	-6.06581763596579	0.500418557587663	-12.12148819022	8.12698679900692e-34	5.16593682615136e-32
Cluster-2.7452	810.893875799891	-4.58865063740477	0.378852229246341	-12.1119800364725	9.12640963365415e-34	5.78027908349561e-32
Cluster-2.37515	658.625626641399	-4.83166963114408	0.40013947675497	-12.0749636359994	1.4322754988043e-33	9.00639474947048e-32
Cluster-7712.10	597.036245678248	-5.08569333284343	0.422487018790749	-12.0375138327322	2.25654103824499e-33	1.39397028080881e-31
Cluster-2.1320	409.641111641768	-3.89617431441579	0.326785563291213	-11.9227247225231	9.01124251444786e-33	5.45149098874046e-31
Cluster-2.34356	986.289436139114	-4.382911249674	0.367945355114451	-11.9118537270587	1.02669043407148e-32	6.1897790293299205e-31
Cluster-2.45826	427.80725365328	-4.17469040773328	0.351400080354445	-11.8801634977499	1.50073539980051e-32	9.01674721030825e-31
Cluster-9404.0	160.222078948646	-6.16577093700111	0.51913937909767	-11.8769085630106	1.56031758252283e-32	9.3427343576043e-31
Cluster-2.26026	5812.08330962778	-3.72809970189602	0.314389478039805	-11.8582203359363	1.95077405041856e-32	1.1601484725607899e-30
Cluster-2.50461	332.826606579283	-4.18157546441369	0.35306413823486	-11.8436709129379	2.32068284890802e-32	1.3708437677186e-30
Cluster-2.12460	2275.94135464783	-10.5883933722911	0.894158030448917	-11.8417472210982	2.37453919499195e-32	1.3979501891590198e-30
Cluster-2.60588	505.766316215352	-7.14080030951328	0.60472194059208	-11.8084028876508	3.53206780980515e-32	2.06555325517405e-30
Cluster-2.2963	227.702849423005	-5.24044940508447	0.445533686640343	-11.7621844592748	6.11318798133621e-32	3.52795295870271e-30
Cluster-2.1339	362.819314734197	-5.66178115124919	0.481650231146752	-11.7549640488476	6.65890869496773e-32	3.8302916112955394e-30
Cluster-2.25070	634.499272621803	-4.15866228597748	0.354657529805005	-11.7258536376317	9.39491428983752e-32	5.3688721922120296e-30
Cluster-2.51173	823.119409654587	-4.98028418954512	0.424847736714816	-11.7225155253403	9.77263248136666e-32	5.566592995230409e-30
Cluster-2.45457	5795.72480269188	-3.87540798364153	0.330830812010097	-11.7141688227131	1.07843677388752e-31	6.1119163388032694e-30
Cluster-2.14250	485.488110839903	-6.12887341235411	0.525465017733619	-11.6637134833229	1.95333383687554e-31	1.09486545795988e-29
Cluster-2.59029	578.740479489938	-6.86664600358621	0.589111898309881	-11.6559282256667	2.14035242947673e-31	1.19587079690254e-29
Cluster-8292.0	2511.022860202	-5.96853391374656	0.514324335434749	-11.6046111423086	3.9045847795127205e-31	2.14068860536785e-29
Cluster-2.32997	1479.23937503663	-3.05303869578458	0.264268036542045	-11.5528110615785	7.14447249502109e-31	3.89262811964751e-29
Cluster-10866.0	471.445704884379	-3.15131379826105	0.272843648385869	-11.5498887985998	7.391601220605731e-31	4.01480655771848e-29
Cluster-2.60539	29996.2459117513	-12.3607316307943	1.07154226680587	-11.5354587622941	8.74198810298869e-31	4.71905967011796e-29
Cluster-2.54452	452.251704772588	-6.31136576213062	0.550257666572069	-11.469837033709	1.87011134584331e-30	9.97241138342703e-29
Cluster-2.58736	399.855203834087	-5.61410216141132	0.489864253317726	-11.4605263057846	2.0824546877622998e-30	1.10710863763945e-28
Cluster-2.1910	333.238415784879	-6.89721558752325	0.602892027140338	-11.4402169493572	2.63226481463053e-30	1.39097752734573e-28
Cluster-7080.0	412.700079419686	-3.82283714946937	0.334702887926422	-11.4215839999258	3.26233115444873e-30	1.71874888209155e-28
Cluster-2.25496	664.930442980223	-3.77603215470147	0.331938329142326	-11.3757039280704	5.5255233866727494e-30	2.86804089632505e-28
Cluster-2.15792	522.526191367677	-2.72853273050194	0.240811595862374	-11.3305703603298	9.25997703995438e-30	4.73635676935743e-28
Cluster-13180.0	380.054573173763	-4.19540236842509	0.370357661119604	-11.327975113954	9.53843532260414e-30	4.86460201452811e-28
Cluster-2.61721	804.465294653792	-4.56205932660803	0.40280092033133	-11.3258413681266	9.773589053707369e-30	4.97008250313745e-28
Cluster-2.56721	596.363022214861	-3.79592231098229	0.335520637690633	-11.313528542117	1.12473489189537e-29	5.67021521362424e-28
Cluster-2.56574	218.366048303361	-5.5630172061892	0.494126725568063	-11.2582803526642	2.1083264187231099e-29	1.05080905369541e-27
Cluster-2.43027	3252.25800286859	-2.83015642586966	0.251504062714777	-11.2529252820828	2.24036220757515e-29	1.11030832117792e-27
Cluster-2.17885	518.937545144924	-4.77897613467823	0.424981045841081	-11.2451512401457	2.44676958608894e-29	1.20918663713646e-27
Cluster-2.15345	1051.50124131752	-2.52496136521702	0.224973190746039	-11.2233878038709	3.1304370111448996e-29	1.54270749785186e-27
Cluster-2.11540	212.040105957679	-5.18303881121888	0.462399327795339	-11.2090102637712	3.68288424829113e-29	1.79479225700054e-27
Cluster-2.20504	452.350564996883	-3.046612250926	0.271855444301444	-11.2067362077465	3.77871244715937e-29	1.83639144523446e-27
Cluster-2.41053	924.86269550503	-5.84697817872784	0.522092318666058	-11.1991269928407	4.11771189411988e-29	1.99561153233257e-27
Cluster-2.16950	1887.02531663495	-2.51459235470892	0.224581681306922	-11.1967830148728	4.22809489663303e-29	2.03784881501456e-27
Cluster-7279.0	1457.98058337476	-3.75401945469698	0.335960417781501	-11.1739932920862	5.46666927577e-29	2.62041655120516e-27
