"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cluster-8947.0",885.572883427027,7.0375804908577,0.357120899261904,19.706436966873,1.89874602158831e-86,2.77065019470166e-84
"Cluster-2.22802",1900.66204281134,8.96847708660103,0.455790657418849,19.6767462005248,3.41218290706343e-86,4.93954097022515e-84
"Cluster-9175.0",1577.80888732303,9.56311848563768,0.486468247584426,19.658258340855,4.91306252377935e-86,7.05624097903427e-84
"Cluster-2.17828",414.142809471668,5.56456786100573,0.283074845367516,19.6575850947874,4.97868684672553e-86,7.09462875658388e-84
"Cluster-2.365",889.001353074308,-8.06072777768649,0.410178885652061,-19.6517374727184,5.58673590343061e-86,7.89938471926932e-84
"Cluster-2.9067",3317.77310161059,10.7599785386925,0.547835043352804,19.640909557082,6.91485679576997e-86,9.70207599652648e-84
"Cluster-2.21187",5937.23615862547,-3.87331407776642,0.197374051655809,-19.6242314796319,9.60180350660654e-86,1.33692286992751e-83
"Cluster-2.45704",919.504878789686,-8.63426175117122,0.440356567093188,-19.607432695205,1.33608003836901e-85,1.84621968938264e-83
"Cluster-2.54452",1983.62286119296,10.6133644363006,0.541676874035109,19.5935343468489,1.75568618283101e-85,2.40779819359681e-83
"Cluster-2.56721",1390.18980758426,6.40620256400726,0.330779625559748,19.3669805181218,1.46607099920478e-83,1.99560709145487e-81
"Cluster-6535.0",10705.0406777035,4.67530588940805,0.242251240351834,19.2994094998971,5.43264611899139e-83,7.34010853410392e-81
"Cluster-2.47656",6357.37451190712,5.10559460406998,0.265007592863791,19.2658427213222,1.03959209169752e-82,1.39427645239432e-80
"Cluster-2.24166",717.172860332013,6.54424389381728,0.340175087723404,19.2378693502047,1.78391968860389e-82,2.37508723504635e-80
"Cluster-2.13079",1237.4910443275,9.58611070527867,0.500258370315295,19.1623194615153,7.63919187752647e-82,1.00970188294263e-79
"Cluster-2.53271",1197.85309644473,-5.24656801343271,0.273964607938543,-19.1505320811717,9.58029047763072e-82,1.25715466411499e-79
"Cluster-2.53872",740.180867744475,-7.6702443790406,0.400624768338347,-19.1457068689341,1.05102638691261e-81,1.36933723552043e-79
"Cluster-2.59029",2537.87142867531,11.1589491386045,0.583687984530785,19.1180038553903,1.78821415850258e-81,2.31326427312675e-79
"Cluster-2.51387",12760.791766077,6.13182020123383,0.320893543326857,19.1085808011664,2.1421572514392e-81,2.7516160750881e-79
"Cluster-2.31083",13512.1619373704,-12.7337769102483,0.666470888966514,-19.1062762396035,2.23886174454408e-81,2.8557229524814e-79
"Cluster-2.60837",706.367936056004,6.08383334187578,0.318811544766968,19.0828514266091,3.50599483854047e-81,4.4409267954846e-79
"Cluster-7869.1",2277.51175930476,8.3149931880436,0.435829364139282,19.0785520027198,3.80659255453666e-81,4.78843090998267e-79
"Cluster-9694.0",2040.61495472909,6.09591203743798,0.319551064837252,19.0764879489375,3.95990121813392e-81,4.94716426155909e-79
"Cluster-2.55481",502.602059329021,4.33386691998156,0.227696057540213,19.0335615240776,8.99279488823049e-81,1.11584067184574e-78
"Cluster-2.7452",1865.18009294233,7.0876018556173,0.372406499963736,19.0318962110153,9.28319857570165e-81,1.14409150014053e-78
"Cluster-2.55532",811.571247376646,6.60946749690498,0.348021894754666,18.991527822019,2.00411989393339e-80,2.45336556143255e-78
"Cluster-2.40089",517.00738405257,-6.85671084363702,0.361201551640976,-18.9830603232081,2.35472374401595e-80,2.86334407272339e-78
"Cluster-2.34320",1276.37819102237,-3.75879310277149,0.198064973843719,-18.9775760439972,2.61379749328394e-80,3.15732889254961e-78
"Cluster-2.51894",1834.30142849264,-5.4108440765721,0.285150514854116,-18.9753964825921,2.72448327394761e-80,3.26937992873713e-78
"Cluster-2.61161",833.113345954139,5.53475265265353,0.291711232752342,18.9733957120274,2.8301991129272e-80,3.37404129541126e-78
"Cluster-2.56720",1387.71098991958,6.65698171898207,0.351309976861018,18.9490255257272,4.49836283232645e-80,5.32793104296328e-78
"Cluster-2.51645",4856.34236548425,5.69033881908739,0.300551563807106,18.9329868958508,6.10033333782778e-80,7.17871484399863e-78
"Cluster-2.54642",1051.88521092778,5.23257443805312,0.27687998736943,18.8983482979992,1.17679147023645e-79,1.37594079596878e-77
"Cluster-2.15221",886.486392911683,5.03757264651954,0.266657359546937,18.8915567718761,1.33839971244118e-79,1.55493062133293e-77
"Cluster-2.48037",13871.8677531291,4.74786487012746,0.251785830239338,18.8567595945106,2.58590493732197e-79,2.98524721878182e-77
"Cluster-2.42443",914.365395729063,7.95330522438329,0.421816471401086,18.8548948739862,2.67870833067628e-79,3.07293333028524e-77
"Cluster-2.3918",895.781328288106,8.91121483088338,0.474971362081062,18.7615834180809,1.55691663131446e-78,1.77488495969848e-76
"Cluster-2.46942",847.688793056245,6.70079788454335,0.357420156803577,18.7476776476986,2.02231366261592e-78,2.2911180873363e-76
"Cluster-12117.0",556.060676609427,5.65771865694363,0.302334957951698,18.7134120886131,3.84923311396087e-78,4.33395135794112e-76
"Cluster-2.45036",3236.81595407701,3.14335815379324,0.168266164089931,18.6808689126189,7.08563146510674e-78,7.92895201984951e-76
"Cluster-2.38443",635.42430013262,7.63199598208467,0.409129438685762,18.6542332583076,1.16663683501722e-77,1.29752779699477e-75
"Cluster-2.3587",377.674065878499,6.17871238356128,0.331699843665147,18.6274202462354,1.9258589242356e-77,2.12894950170044e-75
"Cluster-2.15507",650.400031130341,8.04923980897132,0.432474717080548,18.6120471118134,2.56622686042629e-77,2.81975770687804e-75
"Cluster-2.39952",2441.11542939948,3.25008218676521,0.174863260078356,18.586421100172,4.1389031315284e-77,4.52057443826815e-75
"Cluster-2.54346",464.197319816042,6.56042260416114,0.353236503301533,18.5723234797197,5.38226985675576e-77,5.84360727304912e-75
"Cluster-2.55533",2753.90988099249,-8.88259678837175,0.479804547585764,-18.5129483100283,1.62365695074989e-76,1.75239661430047e-74
"Cluster-10801.0",4517.77463377142,11.3547710117148,0.614684752693941,18.4725112538597,3.4371635333964e-76,3.68787428524414e-74
"Cluster-2.36234",816.13991803119,6.42832459454386,0.34833290055272,18.4545432956337,4.79400412312902e-76,5.11360439800429e-74
"Cluster-2.59875",576.516086063452,7.88998167253427,0.428352806373365,18.4193532880864,9.18948545822711e-76,9.74512876500363e-74
"Cluster-2.58186",1324.43558477658,2.5706008250407,0.139704068860755,18.4003289668166,1.30569694090713e-75,1.37664232382347e-73
"Cluster-2.32226",3172.71579316092,3.67170322892624,0.199729953884886,18.3833378895307,1.78631077002258e-75,1.8725464623685e-73
"Cluster-2.26026",11037.0435666263,5.73772656203959,0.312306526494759,18.372099444857,2.19744957092568e-75,2.29037029563911e-73
"Cluster-2.1339",988.149006264604,8.60729071440768,0.468775948166578,18.3612037863109,2.68586794032517e-75,2.78353586542791e-73
"Cluster-2.61845",634.683275928975,8.16624269151161,0.44501152542193,18.3506318937896,3.26295521269579e-75,3.36250299884583e-73
"Cluster-2.60130",442.315465728857,-6.98741649629068,0.381526541678052,-18.3143654057676,6.356356246876e-75,6.51347965972013e-73
"Cluster-4301.0",969.198959498845,7.35770998373209,0.401896190846161,18.3074887279748,7.21200489868042e-75,7.34899270122519e-73
"Cluster-2.22813",4136.01424447659,-10.9396600247561,0.59763401941371,-18.3049486297452,7.55632165530751e-75,7.65707261071161e-73
"Cluster-2.377",1444.04992680814,2.57784627567825,0.140841700252146,18.3031465188447,7.81049480378789e-75,7.87090747077851e-73
"Cluster-2.43306",621.898682631895,5.34506206229882,0.292465194197601,18.2758911772848,1.2876923548941e-74,1.29052244798178e-72
"Cluster-2.42243",12685.6117867665,6.62078794562782,0.362615089714231,18.2584457553753,1.77265705212846e-74,1.76684506179361e-72
"Cluster-2.52679",370.331787569634,6.60090267792377,0.361629711001286,18.2532089513527,1.95104852050312e-74,1.9340828811944e-72
"Cluster-2.34190",810.367743949583,8.99218757039175,0.492764537223387,18.2484470596456,2.12874960522601e-74,2.09883204320662e-72
"Cluster-4807.0",669.288274181719,-3.40705645045373,0.186883221677486,-18.2309381220614,2.93247464935565e-74,2.87571707549715e-72
"Cluster-2.50467",520.183238471558,7.41445845290151,0.406813410282686,18.2256982328812,3.22730291608453e-74,3.14791471600972e-72
"Cluster-2.11458",526.055797778517,7.78246682478693,0.427293753760791,18.2133877602708,4.04147460296315e-74,3.92109025308765e-72
"Cluster-2.52629",786.987106146798,5.6304254290507,0.309561166079962,18.1884100656099,6.37631466703591e-74,6.15364971040926e-72
"Cluster-2.34324",2457.7512546193,4.8117972864592,0.264803744992038,18.1711829136098,8.72958960430052e-74,8.3804060201285e-72
"Cluster-2.45744",22507.2196624084,-8.47202899348204,0.466773037291358,-18.1502107376306,1.27909207260147e-73,1.22149944524873e-71
"Cluster-2.34031",386.476407978802,6.61939808051046,0.366010272164397,18.0852795233498,4.1625174136783e-73,3.95439154299439e-71
"Cluster-2.33056",5191.32329092317,-11.0970126095789,0.615632986777646,-18.0253703877419,1.23184358321247e-72,1.16418792527437e-70
"Cluster-2.43402",357.642637775707,-6.60567947528632,0.366632302229335,-18.0171780694718,1.42846400363049e-72,1.3430506920732e-70
"Cluster-2.10761",423.831696545291,6.48270111253118,0.36001731660437,18.0066369408979,1.72814271082528e-72,1.61647810489503e-70
"Cluster-2.6091",472.438960512883,5.72838578350917,0.318363565249874,17.9932203580304,2.20182293845004e-72,2.04904338761881e-70
"Cluster-8292.1",3780.26582126953,10.8378886708678,0.603516817885583,17.9578900698049,4.16335256395778e-72,3.85479953129898e-70
"Cluster-2.1522",970.724068550433,8.87924125679931,0.49472402190751,17.9478676264063,4.98686381818341e-72,4.59395939614471e-70
"Cluster-2.25108",713.83804432136,8.54971244293654,0.477055661974342,17.9218341263422,7.9657956490922e-72,7.30131219293677e-70
"Cluster-2.12090",334.665983411465,5.86054940160839,0.327451600355632,17.897452311253,1.23441153662704e-71,1.12578332140386e-69
"Cluster-2.21421",521.521136868809,5.85614168748663,0.327549581266006,17.8786419596452,1.7299974107815e-71,1.56990809814202e-69
"Cluster-5621.0",489.872215408823,7.68688416857661,0.430009640836552,17.8760740192298,1.81152794715749e-71,1.63575592852241e-69
"Cluster-8459.1",1494.61590559345,2.79530407382566,0.15656018748723,17.8545013179271,2.66651731157608e-71,2.39592491444077e-69
"Cluster-2.60176",1224.63089498409,-7.22464610133076,0.404998935371673,-17.8386792417136,3.53963789871093e-71,3.16485270943566e-69
"Cluster-2.1576",1190.93193705541,9.27853643073188,0.5212511209292,17.8005112280462,7.00267079228358e-71,6.23066903664647e-69
"Cluster-2.55419",1947.56813976037,-5.35594306708299,0.300994348968039,-17.7941648587286,7.84278869657141e-71,6.94429445754673e-69
"Cluster-2.28500",5486.5904869739,12.7132339546682,0.714653088869846,17.7893780250399,8.54228124723043e-71,7.52711159176246e-69
"Cluster-1140.0",568.688239438336,7.92151810001685,0.446811501111091,17.7289932786384,2.50479250600439e-70,2.19651035141924e-68
"Cluster-2.20319",2303.99394691748,8.55741387800025,0.484250829538652,17.6714490838414,6.95862217428542e-70,6.07297935210363e-68
"Cluster-7935.0",1989.0180308773,10.2211695101337,0.579216970443189,17.6465297664068,1.08204048176612e-69,9.39829447019712e-68
"Cluster-2.31045",2496.69945009979,9.10903544126529,0.516350261009695,17.6411946097462,1.18920121111898e-69,1.02801090477773e-67
"Cluster-2.43875",896.444716806878,7.46892087656426,0.423871370277206,17.6207250602457,1.70801740163352e-69,1.46953950027337e-67
"Cluster-2.62692",673.66382551136,6.63851431084023,0.376811686075882,17.6175913756119,1.80529298618158e-69,1.54594103605409e-67
"Cluster-2.36611",2119.66692579321,3.6521453652526,0.207523388696355,17.5987168877449,2.5196824994013e-69,2.14761723313457e-67
"Cluster-2.59843",2298.93973706306,10.9924392218037,0.625441048620256,17.5755001147644,3.79528879811821e-69,3.21981710128726e-67
