alfalfa_geneid	alfalfa_1_count	alfalfa_4_count	alfalfa_6_count	clover_2_count	clover_3_count	clover_5_count
Cluster-2.27036	30.192	57.761	60.029	138.769	151.464	139.485
Cluster-2.35134	711.0	803.0	1502.0	756.0	597.0	1096.0
Cluster-2.36746	85.488	86.222	123.961	20.0	0.0	0.0
Cluster-2.35591	20.0	82.447	35.187	97.0	210.0	258.0
Cluster-2.48541	1149.0	1705.0	2460.0	836.0	1197.0	900.0
Cluster-2.41007	2586.954	3031.0	5741.881	4581.203	6744.968	4529.482
Cluster-2.31175	101.0	198.0	206.0	316.769	548.032	509.518
Cluster-2.9610	3.0	2.0	10.0	854.933	1235.1	575.099
Cluster-2.61379	14.0	56.0	34.0	2734.0	3832.0	2968.0
Cluster-2.49778	2098.0	3985.0	4941.0	2734.0	3832.0	2968.0
Cluster-2.30603	433.0	598.0	948.0	532.0	592.0	602.0
Cluster-9541.0	0.0	4.0	14.0	579.362	74.547	303.378
Cluster-2.51661	52099.998	63434.887	100214.969	17893.0	28576.0	21885.0
Cluster-2.34535	313.0	214.248	776.0	7222.624	6384.478	6587.881
Cluster-2.26223	12.0	26.0	40.0	3.0	1.0	4.0
Cluster-2.61602	1260.0	2148.0	3069.0	1874.0	2330.0	2142.0
Cluster-2.4913	309.0	332.0	647.0	361.0	488.0	274.0
Cluster-2.35145	35.376	37.0	87.0	4019.0	2471.0	2048.0
Cluster-2.34855	252.624	251.0	830.856	4019.0	2471.0	2048.0
Cluster-2.47656	315.102	280.277	480.177	11868.0	14590.868	10856.0
Cluster-2.26080	181.0	40.0	178.17	11868.0	14590.868	10856.0
Cluster-2.39948	1722.0	3152.0	4722.0	1811.608	2302.0	2929.0
Cluster-2.40752	7827.673	11469.874	17926.428	16570.0	15754.0	17475.0
Cluster-2.32826	842.0	1240.0	2105.0	1117.0	1102.0	1131.0
Cluster-2.42656	300.0	303.0	612.0	536.0	773.0	459.0
Cluster-2.22813	7574.395	4196.526	13650.589	1.0	8.0	4.0
Cluster-2.59564	2638.085	1715.848	7495.33	330.081	150.356	162.0
Cluster-2.3991	1291.0	992.0	2608.0	245.0	258.0	195.0
Cluster-2.28591	24911.0	32838.0	88002.823	9639.994	11432.0	16173.0
Cluster-2.35842	114.079	85.044	460.895	2.0	0.0	16.0
Cluster-2.29009	19.0	24.0	52.0	0.0	12.0	3.0
Cluster-2.53558	676.0	670.0	1478.0	494.0	592.0	397.0
Cluster-2.30342	435.0	1807.0	1537.0	318.965	818.763	539.54
Cluster-2.49859	276.0	353.0	667.0	373.0	304.0	290.0
Cluster-2.31303	1784.0	1686.0	5364.0	849.283	1036.936	749.0
Cluster-2.53404	674.0	1142.0	1419.0	476.0	660.0	702.763
Cluster-2.43931	2336.0	2670.0	4972.903	1625.03	2696.108	1676.278
Cluster-2.57614	763.0	864.0	1511.0	553.0	634.0	494.0
Cluster-2.49863	57.0	365.0	439.0	10197.898	8168.0	6402.0
Cluster-2.32325	3659.0	3650.0	9123.072	7235.0	9902.0	7236.0
Cluster-2.44269	539.0	849.0	1231.0	424.0	433.0	387.0
Cluster-6914.1	683.0	886.0	1557.0	1157.0	1697.0	1228.0
Cluster-2.10761	4.0	11.0	15.0	639.0	903.0	1016.0
Cluster-2.20314	469.0	922.024	1555.135	760.306	877.307	647.609
Cluster-2.21187	7217.0	9919.0	18684.0	760.306	877.307	647.609
Cluster-2.42230	154.0	252.0	319.0	585.55	759.421	588.017
Cluster-2.24829	160111.506	84174.398	429132.137	317936.0	279707.0	262499.0
Cluster-2.29798	2097.242	1601.989	4668.834	399.0	529.0	1123.687
Cluster-2.23114	2863.784	2141.91	10213.336	2292.948	1385.611	1396.616
Cluster-2.22998	2028.862	2046.238	3044.366	2292.948	1385.611	1396.616
Cluster-2.23546	18502.477	14396.54	45675.889	7.113	7.194	11.902
Cluster-2.4249	3.0	5.0	14.0	39.77	71.396	56.0
Cluster-2.37703	846.0	1764.0	1975.0	237.0	387.0	411.0
Cluster-2.26394	134.0	200.0	536.0	617.0	1326.0	1494.0
Cluster-2.46562	19709.0	47529.971	26954.0	65554.996	129813.997	109157.993
Cluster-2.56721	20.0	47.0	31.061	2643.0	3213.0	2440.0
Cluster-2.30320	662.0	653.0	1307.0	1448.93	2271.948	1392.853
Cluster-2.60441	531.0	781.0	1268.0	1791.455	1775.749	1774.254
Cluster-2.51383	1880.0	1247.0	3662.0	2872.887	2642.384	2957.952
Cluster-2.28273	3175.955	2751.204	8822.276	2197.101	3011.499	1897.299
Cluster-2.3163	430.0	740.0	1035.0	4967.0	6872.0	6125.0
Cluster-2.16728	2997.0	9524.0	15489.0	647.0	921.0	2047.0
Cluster-2.25631	778.0	1367.259	1596.0	718.0	912.0	848.0
Cluster-2.46407	3506.991	4633.0	9257.0	5321.0	6489.981	4530.0
Cluster-2.29030	2600.0	4888.0	5779.0	4521.0	5968.0	4248.0
Cluster-2.27321	8.0	78.0	24.0	11604.601	5976.47	15437.68
Cluster-2.30080	1095.0	1973.0	2450.0	612.896	782.0	725.0
Cluster-2.59749	596.603	1113.191	1331.715	661.0	842.0	723.0
Cluster-2.38131	3901.0	2609.0	9329.431	800.008	361.0	471.0
Cluster-2.38140	2046.998	2800.0	4519.995	3231.0	3705.0	2851.0
Cluster-2.35439	186.0	112.0	621.0	326.0	1160.0	953.0
Cluster-2.28499	187.996	196.403	386.249	3386.05	3325.076	4437.649
Cluster-2.60727	290.0	412.0	607.0	519.0	635.0	582.0
Cluster-2.24190	23.0	55.967	48.587	11.0	14.154	3.0
Cluster-2.26568	16.0	10.033	169.413	0.0	5.0	4.0
Cluster-2.35870	247.432	127.8	347.337	1619.0	987.0	3036.396
Cluster-2.35866	347.518	179.246	1432.727	45.0	27.0	143.0
Cluster-2.36100	6.0	23.0	12.236	61.695	92.059	133.63
Cluster-2.40250	324.804	280.71	549.805	636.0	956.0	884.0
Cluster-2.56159	973.0	1539.0	2322.0	1318.0	1680.0	1546.0
Cluster-2.30514	434.0	204.0	1365.03	36.035	34.045	19.011
Cluster-2.19354	2668.284	3419.829	6296.32	8175.988	9592.0	10128.0
Cluster-2.31335	1133.0	2464.0	3639.005	2882.0	4784.0	5025.0
Cluster-2.18779	3980.0	4252.0	6396.0	2077.0	709.0	2062.0
Cluster-2.40162	2929.0	8201.0	8148.0	6190.0	6740.997	12243.0
Cluster-2.54778	727.0	1110.0	1826.0	930.0	1180.0	1180.0
Cluster-2.39875	2153.262	2034.458	4017.136	2402.0	2087.0	2309.0
Cluster-2.49131	1157.0	2275.0	2960.0	1711.0	1711.0	2398.0
Cluster-2.44555	206.0	358.0	574.0	198.207	280.079	310.177
Cluster-2.60584	912.0	1771.0	1300.0	662.0	1183.0	865.0
Cluster-2.21157	60.0	80.0	138.0	1657.0	460.0	1149.0
Cluster-2.60904	231.0	263.0	462.0	1360.0	1532.0	866.0
Cluster-2.30177	8765.991	5921.0	18986.987	8860.984	7822.0	6094.0
Cluster-2.56974	375.0	491.0	823.0	1070.94	1507.423	1172.379
Cluster-2.55507	99.0	376.0	177.0	144.0	134.0	363.0
Cluster-2.49157	708.0	542.0	1778.0	1412.0	1616.0	1075.0
Cluster-2.32394	397.0	395.0	1233.665	377.0	297.0	372.0
Cluster-2.52094	148.0	153.0	300.0	247.0	257.0	164.0
Cluster-2.54918	237.0	452.0	517.0	401.906	572.0	544.0
Cluster-2.6041	942.0	2324.0	2031.0	1445.0	1734.0	1750.0
Cluster-2.54365	74.0	136.0	199.0	255.0	288.0	275.0
Cluster-2.51382	534.0	651.0	1967.0	502.0	256.0	1067.0
Cluster-2.36820	4688.0	7122.0	9739.0	4558.0	5951.0	5330.0
Cluster-2.50923	391.0	603.0	1071.0	1127.0	1272.0	912.0
Cluster-2.56870	787.0	803.0	2141.0	1478.0	1244.0	1597.0
Cluster-2.22552	818.499	1016.0	1828.34	771.0	932.0	768.0
Cluster-2.52615	157.676	305.296	903.921	6.0	6.0	7.0
Cluster-2.25482	3722.0	5759.821	12169.555	4948.406	5123.0	9467.0
Cluster-7226.0	82.0	132.0	172.0	219.0	315.0	251.0
Cluster-2.43552	109.0	382.221	479.0	67.0	5.0	154.0
Cluster-2.35778	9356.0	21902.0	34101.0	10017.0	6250.0	10390.0
Cluster-2.44953	1725.0	1816.0	3423.0	1273.0	1230.0	1554.0
Cluster-2.1838	111.0	169.0	226.0	196.0	387.0	304.0
Cluster-2.3690	561.0	716.0	1260.0	1340.0	1441.0	1411.0
Cluster-2.40034	6435.0	7416.0	13166.0	5588.973	6263.951	12737.0
Cluster-2.28561	1386.0	2485.0	3051.0	2421.0	2574.672	2422.0
Cluster-2.48179	397.0	333.018	861.0	183.0	222.0	214.0
Cluster-2.60430	844.334	1958.943	1887.385	3292.796	2937.0	3583.0
Cluster-2.3098	5.0	4.0	10.0	1292.0	1042.0	1524.0
Cluster-2.15472	663.0	825.0	1701.0	1292.0	1042.0	1524.0
Cluster-2.57761	316.0	543.0	743.0	233.0	336.0	294.0
Cluster-2.35427	17987.0	14934.0	41310.0	12685.0	14511.0	11105.0
Cluster-2.10605	1583.0	1340.0	2859.0	1250.0	1076.0	1372.0
Cluster-2.2802	2.771	3.0	7.431	492.712	393.395	278.44
Cluster-2.47370	1452.0	2366.0	3026.0	7322.819	7300.0	8316.977
Cluster-13067.0	8.0	1.0	7.0	236.807	280.337	353.982
Cluster-2.40142	1840.0	1831.0	3769.0	1807.0	2000.0	1679.0
Cluster-2.3975	430.0	791.0	762.0	615.0	852.0	739.0
Cluster-2.62505	5324.279	9625.147	11439.752	10281.0	13363.0	10748.0
Cluster-2.59976	345.0	486.0	651.0	132.0	134.0	222.0
Cluster-2.45764	332.0	659.0	844.0	155.0	156.0	304.0
Cluster-2.33568	362.0	352.0	1005.0	835.0	1009.0	680.0
Cluster-2.8930	105.0	154.0	289.0	171.0	183.0	207.0
Cluster-2.9818	113.0	146.0	200.0	283.0	436.0	488.0
Cluster-6048.1	104.0	167.0	245.0	185.0	221.0	173.0
Cluster-2.39166	223.0	709.0	574.0	202.0	307.0	344.0
Cluster-2.57505	161.0	484.0	334.0	211.0	206.0	523.0
Cluster-2.51514	759.0	1144.0	1649.0	812.973	999.0	1019.0
Cluster-2.27905	228.406	258.855	438.938	109.0	79.0	136.0
Cluster-2.29893	10156.0	6739.0	22880.18	4786.192	2993.437	4451.683
Cluster-2.9429	14.0	57.0	50.0	1995.659	3162.472	1770.65
Cluster-2.22576	771.131	1104.0	2002.279	1422.446	2192.083	1506.078
Cluster-2.61143	250.0	359.0	472.29	287.004	321.011	290.999
Cluster-2.26980	7155.0	8566.985	18059.0	6423.0	5526.0	7678.0
Cluster-2.27087	1360.0	1471.0	2417.0	1242.0	1517.0	996.0
Cluster-2.27589	10.0	0.0	57.0	334.145	262.0	245.0
Cluster-9975.0	66.0	117.0	143.0	141.0	399.0	348.0
Cluster-2.34687	440.0	689.0	1037.0	537.0	623.0	525.0
Cluster-2.43402	454.0	735.0	1044.0	7.0	7.0	8.0
Cluster-2.19851	1857.0	609.0	2692.0	114.0	71.0	125.0
Cluster-2.32767	6280.547	7231.403	16107.222	16382.021	19010.626	13962.892
Cluster-2.16420	446.0	900.887	943.642	932.0	974.0	1236.0
Cluster-2.56720	19.0	39.0	23.0	2643.0	3213.0	2440.0
Cluster-2.51498	543.0	943.0	1117.0	682.0	1129.0	1620.0
Cluster-12560.0	132.0	157.0	337.0	255.0	407.0	229.0
Cluster-2.43803	987.0	2511.0	1571.0	313.0	264.0	663.665
Cluster-2.43466	3694.129	6665.407	5850.829	11996.007	12047.789	15798.0
Cluster-2.13398	1146.701	1993.857	2468.943	1889.0	1870.946	1667.0
Cluster-2.46613	1119.0	2409.0	1987.0	1051.0	1732.0	2582.0
Cluster-2.42031	1532.0	3040.0	3068.0	1882.0	2035.0	2659.0
Cluster-2.23445	5679.833	10696.923	9675.898	3532.0	2365.0	4833.0
Cluster-2.60718	185.0	154.0	470.0	2.0	6.0	10.0
Cluster-2.7950	1213.0	1479.0	2906.0	4264.978	4851.0	3569.0
Cluster-2.53189	167.0	134.0	402.0	510.0	566.0	322.0
Cluster-2.17506	169.0	423.0	592.0	123.103	137.0	160.0
Cluster-2.30314	3335.0	5253.0	7220.0	4039.0	4913.2	4475.241
Cluster-2.4253	205.125	289.767	543.75	103.0	159.0	79.0
Cluster-2.7743	624.0	1309.0	1433.0	1594.691	1651.0	1861.807
Cluster-2.14265	180.0	430.0	535.0	325.739	607.046	564.198
Cluster-2.58925	188.0	221.0	510.0	175.0	319.0	225.0
Cluster-8818.1	466.0	347.0	1350.0	145.0	249.0	226.0
Cluster-2.32393	6800.0	11920.0	17129.0	7186.0	9027.0	14356.0
Cluster-2.49683	1291.825	1258.0	2996.957	3350.0	5113.0	3045.857
Cluster-8499.0	117.0	175.0	298.0	78.0	86.0	117.0
Cluster-2.54131	3694.0	2954.0	8916.0	3692.0	4341.0	2855.0
Cluster-2.9613	53.259	110.835	152.683	153.818	307.247	235.489
Cluster-2.377	282.0	389.0	638.0	2058.0	2816.0	2648.0
Cluster-2.43508	2617.0	2658.0	7495.0	2425.0	2382.0	3255.0
Cluster-2.26960	521.894	1444.82	1483.879	26.0	18.0	65.0
Cluster-2.47735	711.0	1074.0	1967.0	649.0	551.0	668.0
Cluster-2.35567	795.0	1860.0	1633.0	1477.451	1597.277	2365.689
Cluster-2.52209	214.0	279.0	436.0	195.0	253.0	230.0
Cluster-2.63474	358.0	286.0	1063.0	475.0	590.0	437.0
Cluster-2.60086	590.0	681.0	1046.0	1450.0	1320.0	1259.0
Cluster-2.27776	682.0	575.0	1373.0	771.0	1053.0	594.0
Cluster-11900.2	24.0	161.0	57.0	2586.0	4394.832	3361.878
Cluster-9314.0	67.0	76.0	131.0	159.0	234.0	286.0
Cluster-2.15741	24046.0	17243.0	45834.0	12807.0	8805.0	8557.0
Cluster-2.40731	3537.766	5975.225	6513.693	93892.185	112989.762	99697.556
Cluster-2.41717	241.0	323.0	543.0	116.0	143.0	163.0
Cluster-2.61939	204.0	370.0	396.0	36.0	74.0	53.0
Cluster-2.37584	8556.0	6710.992	30426.999	56731.693	42630.869	26396.986
Cluster-2.38195	3361.0	3833.0	7399.0	4953.0	6493.0	5232.0
Cluster-2.50281	263.0	332.0	511.0	117.0	155.0	112.0
Cluster-2.52718	1368.844	4710.958	2459.792	3994.0	4198.0	3692.0
Cluster-2.38305	914.63	1641.647	2773.255	1782.0	2326.0	1986.0
Cluster-13053.0	141.0	220.0	325.0	99.0	127.0	122.0
Cluster-7367.5	126.0	215.0	309.0	425.0	786.945	1255.584
Cluster-2.28351	7.878	2.0	1.0	166.0	176.0	167.0
Cluster-2.39874	7032.778	5978.056	13177.564	4179.0	3725.0	2767.0
Cluster-2.18032	752.0	1497.0	1343.686	93.0	27.0	66.0
Cluster-2.43689	1489.0	1158.0	3250.991	1732.0	2002.0	1697.0
Cluster-6550.1	468.0	137.0	220.0	137.0	224.0	111.0
Cluster-2.60728	214.0	542.0	573.0	1343.0	884.0	1368.0
Cluster-2.35557	55.0	98.0	159.0	261.071	360.149	423.939
Cluster-2.36894	583.452	939.065	1151.864	626.636	1067.442	736.224
Cluster-2.49090	1471.0	1552.0	3986.0	83.0	151.0	100.0
Cluster-2.7650	994.0	619.0	1199.0	223.0	428.0	172.0
Cluster-2.43027	364.0	387.0	756.0	9073.892	12063.823	7568.324
Cluster-2.2782	232.997	660.938	614.985	429.356	599.766	473.329
Cluster-2.15018	1598.0	1971.0	3148.0	602.0	444.0	733.0
Cluster-8224.1	2.0	7.0	2.0	177.0	338.0	401.0
Cluster-8224.0	8.0	20.0	36.0	177.0	338.0	401.0
Cluster-2.26576	4683.0	4298.0	17110.0	6072.946	6372.0	9263.98
Cluster-2.26628	7610.0	5597.0	14961.0	3595.0	1834.0	2353.0
Cluster-10195.7	80.0	187.0	99.0	638.0	1076.0	870.0
Cluster-2.29219	1360.0	1871.979	2975.0	1446.0	1960.0	1811.0
Cluster-7251.2	103.0	740.0	266.0	673.0	187.0	670.0
Cluster-2.28135	2374.085	5215.935	4763.211	4357.0	4937.0	4959.0
Cluster-2.36203	3061.978	5552.0	10316.001	2893.81	5700.558	7012.098
Cluster-6636.1	3.0	3.0	6.0	6.0	4.0	3.0
Cluster-2.24994	198.0	189.0	424.0	6.0	25.0	18.0
Cluster-2.30626	349.0	369.0	1533.0	158.0	144.0	168.0
Cluster-2.38506	8907.0	16583.0	24673.0	12854.0	16802.0	17842.0
Cluster-12230.1	695.0	826.0	4110.0	932.096	922.549	1233.079
Cluster-2.23602	1680.0	2179.737	2331.066	1042.473	1824.533	1316.0
Cluster-2.40596	278.015	564.022	654.016	578.0	1013.0	1726.0
Cluster-2.13015	2300.0	2217.0	5105.996	1616.582	1689.804	2001.305
Cluster-2.39565	521.0	675.0	1304.0	664.0	858.0	571.0
Cluster-2.7971	189.0	415.0	515.0	224.842	261.961	402.052
Cluster-2.19478	1422.0	868.0	2966.0	4038.0	3578.0	2629.0
Cluster-2.17886	2707.0	4818.0	5737.0	3817.442	4530.658	4150.466
Cluster-2.50475	451.0	349.0	1022.0	90.0	184.0	202.0
Cluster-2.27396	1064.0	1839.0	2641.0	1345.0	2120.0	1570.0
Cluster-2.47524	560.0	502.0	1136.0	756.0	974.0	676.0
Cluster-2.60367	514.98	919.022	1031.126	484.0	732.0	473.0
Cluster-2.48855	4536.0	8293.0	9542.0	3147.0	4076.0	5612.0
Cluster-2.38747	934.989	1277.0	1734.943	669.0	940.0	777.0
Cluster-2.23295	420.0	658.0	1122.0	408.0	502.0	537.0
Cluster-2.29005	686.0	848.0	1682.393	1469.0	2025.0	1424.0
Cluster-2.53018	481.0	533.0	997.0	528.0	476.0	471.0
Cluster-2.47710	341.0	484.0	838.0	740.0	1232.0	652.0
Cluster-9566.0	292.0	275.0	646.0	429.0	669.0	568.0
Cluster-2.36107	692.0	1117.0	1655.0	1005.0	1178.0	1050.0
Cluster-2.9017	1197.0	1728.99	2615.987	2203.0	2949.284	2540.163
Cluster-2.6154	817.0	1218.0	1800.0	1012.013	1382.681	1102.785
Cluster-2.57455	3135.0	6754.0	5270.34	2588.0	2880.0	2811.0
Cluster-7686.0	227.0	370.0	611.0	270.0	517.0	300.0
Cluster-2.33209	144.0	292.0	360.0	325.0	465.0	323.0
Cluster-2.45631	5021.0	3494.0	13212.0	2809.0	1338.0	2023.0
Cluster-8685.0	302.0	506.0	672.0	381.0	592.0	544.0
Cluster-2.49456	1187.0	2437.0	3038.0	1343.0	1946.295	1726.65
Cluster-2.7293	8621.0	3464.0	12780.0	6139.0	2270.0	7341.0
Cluster-2.31200	428.0	645.0	1188.0	285.0	484.0	322.0
Cluster-2.38626	931.0	1206.0	1881.0	1058.0	1130.0	910.0
Cluster-2.55231	898.0	7437.0	1360.0	5495.0	7180.0	11156.0
Cluster-2.48015	206.0	402.0	677.0	37.0	89.0	54.0
Cluster-2.23069	3405.0	2511.0	8741.975	1825.0	2397.0	1960.0
Cluster-10803.0	168.0	94.0	227.0	443.0	318.0	346.0
Cluster-2.44289	1909.0	3281.0	4169.0	3080.0	4893.0	3992.0
Cluster-2.10432	549.0	1389.0	2083.0	913.0	835.0	2308.0
Cluster-2.57336	91.0	337.0	144.0	3244.938	4563.968	6232.0
Cluster-2.7961	1772.0	819.0	3368.0	556.0	687.0	1088.923
Cluster-2.62406	990.0	1292.0	1983.0	965.0	1247.0	893.0
Cluster-2.45553	419.0	1301.0	1214.0	540.0	1325.0	753.0
Cluster-2.26150	4.997	7.832	9.628	0.0	2.0	16.0
Cluster-2.27996	4807.609	9260.017	11809.27	1531.0	1956.0	1425.0
Cluster-2.36745	215.0	359.0	688.0	421.0	486.0	238.0
Cluster-2.46994	1595.0	2149.0	3690.0	2372.63	2851.794	2080.872
Cluster-2.13807	1.241	7.328	2.614	811.474	1039.182	1031.725
Cluster-2.30764	845.088	1014.0	1849.0	1324.0	1505.0	1347.0
Cluster-2.46711	24.318	30.454	116.371	384.0	440.0	664.0
Cluster-2.53357	9.0	12.0	7.0	39.0	69.0	96.0
Cluster-4575.1	711.956	1127.568	1704.867	1230.0	1572.0	1230.0
Cluster-2.2870	2008.0	2906.975	3996.0	3275.0	3646.0	2870.0
Cluster-2.33451	9716.0	14845.0	19259.0	7300.0	14956.0	9976.0
Cluster-8731.0	505.0	773.0	1085.0	586.0	708.0	740.0
Cluster-2.55538	5360.218	5616.168	12739.175	5.0	8.0	10.0
Cluster-2.57877	150.0	266.0	476.0	261.0	378.0	281.0
Cluster-2.2873	1230.977	1303.962	2640.726	1278.0	1274.0	1370.0
Cluster-2.43729	819.0	983.0	1435.279	3030.641	3575.979	2596.314
Cluster-2.41566	410.0	605.0	834.848	352.0	367.0	375.0
Cluster-2.22678	702.0	1001.0	1311.0	163.0	139.0	169.0
Cluster-2.39151	245.0	270.0	604.0	355.0	466.0	261.0
Cluster-8847.0	6.0	19.0	30.0	170.0	77.0	188.0
Cluster-2.40364	621.305	617.0	870.0	280.354	344.496	300.442
Cluster-2.30956	2111.972	3099.99	8927.0	3070.0	3508.0	4051.0
Cluster-2.40949	2197.0	6571.0	6550.0	2184.0	837.0	3617.0
Cluster-2.15886	16.0	29.633	28.484	97.411	62.0	45.0
Cluster-2.26647	8189.993	6779.0	19668.918	12847.0	7188.0	17388.0
Cluster-3040.0	8.0	5.0	14.0	543.0	677.0	622.0
Cluster-11064.0	496.0	747.0	1132.0	543.0	677.0	622.0
Cluster-2.46546	5.0	5.0	26.0	174.864	176.315	180.18
Cluster-2.1992	297.0	400.0	739.0	423.0	489.0	398.059
Cluster-2.46656	1917.0	1204.0	6034.0	2760.266	1125.043	1970.386
Cluster-2.27060	51088.974	26455.976	103559.926	33866.936	25749.897	26900.0
Cluster-2.38983	137.0	296.0	416.0	76.0	47.0	69.0
Cluster-2.45147	807.578	928.882	1735.017	587.0	585.0	530.0
Cluster-2.31511	5993.0	4576.0	17611.983	68542.802	30840.919	37180.911
Cluster-2.40042	8.0	14.0	5.0	4.0	2.993	14.467
Cluster-2.31761	35.0	79.0	143.0	17.0	23.007	51.533
Cluster-2.50155	3015.0	7123.0	8318.0	3573.687	4121.877	4016.925
Cluster-2.55124	4463.407	7261.474	10641.768	38.0	27.0	12.0
Cluster-2.33015	449.539	617.0	621.6	334.741	188.0	242.841
Cluster-2.9509	650.0	653.569	1774.328	1256.0	1526.0	1252.0
Cluster-2.20453	966.0	1170.0	2352.0	1267.0	1597.0	1324.0
Cluster-2.26311	2678.0	4755.0	6802.0	1796.994	3013.0	2244.968
Cluster-2.37134	204.0	292.0	431.0	76.0	208.0	95.0
Cluster-2.35298	87.022	114.564	253.987	335.0	646.0	1028.0
Cluster-2.48808	1768.0	4370.0	4418.0	1202.0	1740.0	2752.0
Cluster-11915.0	531.0	878.0	1202.0	777.0	1184.0	963.0
Cluster-2.1167	327.0	500.0	680.0	1109.0	1438.0	1493.0
Cluster-2.57226	3181.0	3881.0	5159.0	2038.0	3262.0	2463.0
Cluster-2.495	1796.0	2836.0	4704.0	373.0	643.0	642.0
Cluster-12401.0	138.0	203.0	351.0	136.0	227.0	123.0
Cluster-2.45171	6270.314	8042.0	13399.195	9563.0	13934.0	9400.0
Cluster-2.2489	32.0	78.0	63.0	143.0	170.0	325.0
Cluster-2.38236	1958.0	2679.0	4799.0	1006.0	1416.0	1066.0
Cluster-2.38597	1611.177	2384.505	4379.283	2156.0	2347.0	2010.0
Cluster-2.53285	1919.735	1440.0	3471.002	753.0	708.0	747.0
Cluster-2.37422	2012.0	2600.0	4373.0	2213.0	2179.0	2325.0
Cluster-2.35699	1800.0	3061.0	4738.0	2508.0	3256.0	2816.0
Cluster-2.37885	50.0	299.0	106.0	245.366	276.883	409.33
Cluster-2.30778	1393.0	2239.0	2991.0	1590.0	2170.0	1963.0
Cluster-2.47312	175.0	217.0	410.0	203.0	273.0	218.0
Cluster-2.60489	408.0	487.0	730.0	274.0	251.0	281.0
Cluster-11100.0	225.0	389.0	475.0	670.0	928.0	1152.0
Cluster-2.63146	936.0	416.0	1707.994	120.0	417.0	110.0
Cluster-2.15283	222.0	230.0	624.0	1145.0	1259.0	1218.0
Cluster-2.52855	582.661	942.826	1240.11	625.0	813.0	1070.0
Cluster-2.13878	762.0	1056.821	1816.824	564.0	780.0	644.0
Cluster-2.35406	9008.0	11154.0	20406.998	8012.0	13021.247	6669.0
Cluster-2.28340	223.0	364.148	600.364	233.0	292.0	256.0
Cluster-8149.3	434.0	297.0	778.0	62.0	103.0	80.0
Cluster-2.38807	17736.974	22069.94	42766.123	22574.363	27740.276	20459.844
Cluster-2.14566	1447.0	2666.0	3261.371	1951.0	2133.984	2327.0
Cluster-11269.1	173.0	566.0	386.0	347.0	551.0	532.0
Cluster-2.14416	613.0	763.0	1581.0	861.0	1659.0	867.66
Cluster-2379.2	405.0	459.0	791.0	174.0	278.0	257.0
Cluster-2.25055	580.934	780.24	2464.032	490.553	1165.789	1676.57
Cluster-2.5198	62.0	139.0	213.0	225.0	315.0	273.0
Cluster-2.26845	724.965	1561.221	1645.268	1698.0	2570.0	2508.0
Cluster-2.5121	73.0	108.0	230.0	269.0	333.0	318.0
Cluster-2.16995	761.0	1193.0	1946.0	937.0	810.0	804.0
Cluster-11934.0	250.0	220.0	394.0	108.0	151.785	134.835
Cluster-2.8354	906.994	1123.957	1739.0	1719.0	1815.0	1450.0
Cluster-2.61579	1065.0	1494.0	1778.0	3066.0	5668.0	2901.0
Cluster-2.39798	2219.0	982.0	5632.069	3064.881	1292.996	1673.831
Cluster-2.43439	263.0	182.0	418.0	362.0	845.0	517.0
Cluster-2.281	379.0	200.0	860.0	389.0	837.0	358.0
Cluster-7997.2	845.0	1500.0	1992.0	1211.0	1472.0	1496.0
Cluster-2.43230	381.0	472.0	1009.0	1025.0	1523.0	821.0
Cluster-2.34261	573.0	780.0	1366.0	461.0	675.0	520.0
Cluster-2.58206	117.963	136.0	199.0	244.0	254.0	222.0
Cluster-2.45347	184.0	139.0	463.0	227.0	260.0	247.0
Cluster-2.43341	211.0	219.0	431.0	406.0	451.0	449.0
Cluster-2.61897	1188.181	1124.172	1705.269	637.0	886.0	765.0
Cluster-7871.0	349.0	435.0	723.0	416.0	530.0	434.0
Cluster-2.38653	34.0	40.0	58.0	239.848	248.373	350.939
Cluster-7490.0	184.0	246.0	377.0	78.0	122.0	103.0
Cluster-2.43588	53.0	211.0	238.0	6.0	12.0	1.0
Cluster-2.29870	3904.847	4269.817	9131.206	3613.631	3220.0	4526.961
Cluster-2.22925	29.086	34.0	76.012	4.0	2.0	0.0
Cluster-3016.0	66.0	133.0	196.0	105.0	93.0	55.0
Cluster-2.1621	173.0	372.0	426.0	166.0	212.0	156.0
Cluster-2.41443	9.359	11.034	14.022	32.0	53.0	41.0
Cluster-2.53314	903.0	1226.0	2408.0	964.0	1143.0	1059.0
Cluster-2.26265	1170.0	1259.0	2420.0	2245.0	2152.0	2029.0
Cluster-2.13415	18.0	4.0	20.0	208.0	363.0	439.0
Cluster-2.27537	42.0	55.0	88.0	208.0	363.0	439.0
Cluster-6801.0	146.0	168.0	300.0	115.0	208.0	187.0
Cluster-2.53720	774.0	981.0	2021.0	789.0	920.0	733.0
Cluster-2.34961	234.0	461.0	619.0	559.0	611.0	668.0
Cluster-2.44837	171.0	273.596	287.0	3366.678	2135.114	882.625
Cluster-2.54516	507.0	648.0	1845.0	653.0	734.0	875.0
Cluster-2.15008	269.0	193.0	231.166	44.0	4.17	2.0
Cluster-2.55164	446.0	995.0	1195.0	515.0	604.0	1006.0
Cluster-1194.0	245.0	542.0	620.0	481.0	831.0	585.0
Cluster-2.63412	2151.0	2469.0	5213.0	3441.0	3792.0	2457.0
