id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Cluster-2.18508	164.721014057816	-5.35496856499739	0.587124966432069	-9.12066233112054	7.46665962942881e-20	1.91793669895606e-18
Cluster-2.8897	363.092891758663	-3.12658544953168	0.343113999056259	-9.11238089419671	8.059353764132741e-20	2.0671535444144e-18
Cluster-2.19252	5878.3132899009	-2.58271608225319	0.284635071975111	-9.07378020681524	1.14957871162766e-19	2.9186988302164397e-18
Cluster-2.26220	161.264290534596	3.05358922781664	0.336772615278494	9.06721357166013	1.22099429311628e-19	3.0955381327213797e-18
Cluster-2.12090	143.110421878317	-3.15384744287229	0.347966581236371	-9.06365039903044	1.26156276277393e-19	3.19377447476273e-18
Cluster-2.6091	209.505464660906	-3.10987490327832	0.34389030593177	-9.04321770528577	1.52126496622489e-19	3.83463686313929e-18
Cluster-2.52188	266.508703733187	5.76110681858283	0.639839578018735	9.00398633735992	2.17667249920387e-19	5.463167714740009e-18
Cluster-2.7209	127.785120467202	-5.16170291812182	0.573605004487592	-8.99870621375215	2.28393193084607e-19	5.71602022749836e-18
Cluster-2.12218	3633.15220943194	4.12448208070344	0.458690150425427	8.99186973358389	2.43059694554051e-19	6.0744149305644795e-18
Cluster-2.62417	149.628071797932	4.67556860179052	0.520230725672157	8.98749030201843	2.52940061275016e-19	6.31234770271533e-18
Cluster-2.25404	1180.00410992339	-3.54692352955836	0.395148678233463	-8.97617460196275	2.8034434675083303e-19	6.98630855027928e-18
Cluster-2.22081	181.768189207573	-3.03467704865615	0.338688562122482	-8.96008129013434	3.2443913705167303e-19	8.0737024403327e-18
Cluster-2.39030	120.232745140573	3.57496325231714	0.399406842527211	8.95068103915518	3.53295842459137e-19	8.76693388982052e-18
Cluster-2.35214	12489.1239838906	-3.2887020772902	0.368429933252305	-8.92626190347585	4.406465093658281e-19	1.0857728034149e-17
Cluster-2.4425	387.345267379929	-4.31511263988396	0.483920641767685	-8.91698404127076	4.791587110964881e-19	1.17901268267557e-17
Cluster-2.52993	1282.98070168453	2.53030279492797	0.283892910094696	8.91287772591417	4.97248095077704e-19	1.2218096050480701e-17
Cluster-2.60527	206.649759628445	5.4470281162362	0.611657183100647	8.90536115119881	5.32125206155476e-19	1.30385539340666e-17
Cluster-2.44500	742.923746275158	-3.86233646861083	0.43386189825115	-8.90222553346926	5.47379036553324e-19	1.33936092291374e-17
Cluster-2.31340	158.108442554251	5.90687938884304	0.663617005912002	8.90103679715875	5.53274110307206e-19	1.35189985950273e-17
Cluster-2.6483	208.424049705564	-3.45115501498766	0.387761023239683	-8.90021123359381	5.57405028042342e-19	1.36009927843878e-17
Cluster-2.48843	603.422749123382	5.40480754796859	0.60789053743974	8.89108682417082	6.05140687562698e-19	1.4704415820775602e-17
Cluster-2.31303	2289.36978837504	2.78399232863027	0.31351629825897	8.87989665637938	6.692250759418899e-19	1.61720175376371e-17
Cluster-5948.0	168.879358386072	-5.02281613312809	0.565785827151385	-8.8775927075037	6.83228873196297e-19	1.6465065043071202e-17
Cluster-2.25108	178.737437736911	-4.42798245181417	0.499118219491385	-8.87161053011932	7.20955417165454e-19	1.73504003275044e-17
Cluster-2.27541	201.330941716799	-4.19972321014714	0.473456526274959	-8.87034601294769	7.29189715192984e-19	1.7524526525131102e-17
Cluster-2.47594	2975.55118474473	-3.49276044523559	0.393957105524224	-8.8658394435808	7.5929822639736e-19	1.81982624097203e-17
Cluster-2.38376	136.623947214293	3.77074261781755	0.425575682772611	8.86033382652713	7.97751920737985e-19	1.90938058627929e-17
Cluster-2.59194	426.136399836463	6.29904705427458	0.711234917586575	8.85649297935071	8.25710857588195e-19	1.96824338118577e-17
Cluster-2.12802	4256.75299620718	-10.6033356457495	1.1976306438126	-8.85359413649793	8.474514441163e-19	2.01732539153004e-17
Cluster-2.63441	75.7313759995813	3.84744322117078	0.434832487085665	8.84810435153342	8.9018396959178e-19	2.11617717649298e-17
Cluster-2.58408	435.363942348193	2.71693334770399	0.307313229262604	8.84092544347426	9.49289916917757e-19	2.2503024671521702e-17
Cluster-2.3266	121.285378191957	4.81752299468796	0.544920047574539	8.84078869208601	9.504526494298671e-19	2.2503024671521702e-17
Cluster-2.48603	184.42879824564	-4.1053303660176	0.465551215878958	-8.81821425010513	1.1629956128916799e-18	2.7424186871736e-17
Cluster-2.24716	8783.76583799623	-2.52587168222024	0.286753272282862	-8.80851912207178	1.2680993592133898e-18	2.98224331877208e-17
Cluster-5227.0	86.6358010396346	-3.74003560818833	0.42470811621893	-8.80613170637032	1.29538824523844e-18	3.0423415494595997e-17
Cluster-2.40639	191.140267317345	5.67715292593991	0.64534606250106	8.7970675825276	1.4043773709739e-18	3.29390328828424e-17
Cluster-11515.1	203.773055893398	-5.11070585458562	0.581086553339959	-8.79508538824447	1.42939239262791e-18	3.34809881659067e-17
Cluster-1224.0	254.304256541909	-6.61272978538097	0.75320347512886	-8.77947328143918	1.64242001958127e-18	3.8368331322947804e-17
Cluster-2.37740	1563.63011005107	-3.27610262724249	0.373675537890588	-8.7672386737869	1.83101375906977e-18	4.26604321236654e-17
Cluster-10339.0	119.629089054283	-3.3695558788882	0.384975607400703	-8.75264773692787	2.0840442878455698e-18	4.8235452488077404e-17
Cluster-2.36591	10981.8231749543	-12.0233105128852	1.3738683224532	-8.75142858772392	2.1066864159691e-18	4.8695265456866904e-17
Cluster-6627.0	331.207670049024	-5.08997750348199	0.581819162685889	-8.74838408550314	2.1642952812526e-18	4.9895396076604e-17
Cluster-2.11458	148.633038223578	-3.95919667472006	0.45257895206466	-8.74807954868041	2.1701426827828198e-18	4.99645449169841e-17
Cluster-2.1409	346.070605037476	-4.14969996384332	0.474811326112752	-8.73968192337919	2.33767660055576e-18	5.3751242831127505e-17
